date,temperature
2020-09-15,10.956627066871706
2020-09-16,10.876191419451185
2020-09-17,10.786282636899259
2020-09-18,10.686994575267969
2020-09-19,10.578430365364165
2020-09-20,10.460702310767976
2020-09-21,10.33393177678077
2020-09-22,10.198249070412368
2020-09-23,10.053793311526203
2020-09-24,9.900712295269802
2020-09-25,9.739162345926745
2020-09-26,9.569308162334446
2020-09-27,9.39132265502076
2020-09-28,9.205386775220402
2020-09-29,9.011689335940261
2020-09-30,8.810426825250566
2020-10-01,8.601803211986473
2020-10-02,8.386029744052358
2020-10-03,8.16332473952805
2020-10-04,7.93391337078374
2020-10-05,7.698027441816967
2020-10-06,7.455905159031893
2020-10-07,7.20779089568747
2020-10-08,6.953934950247588
2020-10-09,6.6945932988719346
2020-10-10,6.430027342292481
2020-10-11,6.160503647325857
2020-10-12,5.886293683277188
2020-10-13,5.607673553496117
2020-10-14,5.324923722350325
2020-10-15,5.038328737886809
2020-10-16,4.748176950454822
2020-10-17,4.454760227568962
2020-10-18,4.158373665294281
2020-10-19,3.8593152964388224
2020-10-20,3.557885795842156
2020-10-21,3.254388183051244
2020-10-22,2.9491275226778986
2020-10-23,2.642410622733792
2020-10-24,2.334545731241584
2020-10-25,2.0258422314220685
2020-10-26,1.71661033575879
2020-10-27,1.4071607792425491
2020-10-28,1.0978045120994033
2020-10-29,0.7888523923056513
2020-10-30,0.4806148781941306
2020-10-31,0.17340172145568378
2020-11-01,-0.13247833916060525
2020-11-02,-0.43671788314550586
2020-11-03,-0.7390111122242735
2020-11-04,-1.03905415274695
2020-11-05,-1.3365453561756633
2020-11-06,-1.6311855973715281
2020-11-07,-1.9226785703862794
2020-11-08,-2.21073108146612
2020-11-09,-2.4950533389781433
2020-11-10,-2.775359239972373
2020-11-11,-3.051366653096404
2020-11-12,-3.3227976975826166
2020-11-13,-3.589379018032193
2020-11-14,-3.8508420547241964
2020-11-15,-4.106923309182404
2020-11-16,-4.357364604737363
2020-11-17,-4.601913341825819
2020-11-18,-4.840322747775314
2020-11-19,-5.072352120826772
2020-11-20,-5.297767068153837
2020-11-21,-5.516339737643569
2020-11-22,-5.727849043209391
2020-11-23,-5.932080883413271
2020-11-24,-6.128828353181235
2020-11-25,-6.317891948402639
2020-11-26,-6.499079763210967
2020-11-27,-6.672207679751076
2020-11-28,-6.837099550245193
2020-11-29,-6.9935873711777115
2020-11-30,-7.141511449426392
2020-12-01,-7.2807205601758715
2020-12-02,-7.411072096457199
2020-12-03,-7.532432210165562
2020-12-04,-7.644675944416769
2020-12-05,-7.747687357111585
2020-12-06,-7.841359635585781
2020-12-07,-7.925595202232416
2020-12-08,-8.00030581099205
2020-12-09,-8.065412634615367
2020-12-10,-8.120846342611964
2020-12-11,-8.166547169808206
2020-12-12,-8.202464975446373
2020-12-13,-8.22855929276663
2020-12-14,-8.244799369022823
2020-12-15,-8.251164195892516
2020-12-16,-8.247642530251186
2020-12-17,-8.234232905290058
2020-12-18,-8.210943631966567
2020-12-19,-8.177792790786011
2020-12-20,-8.134808213922549
2020-12-21,-8.082027457697183
2020-12-22,-8.019497765439986
2020-12-23,-7.9472760207732405
2020-12-24,-7.8654286913617595
2020-12-25,-7.774031763185916
2020-12-26,-7.673170665402501
2020-12-27,-7.5629401858675775
2020-12-28,-7.443444377404972
2020-12-29,-7.3147964549130196
2020-12-30,-7.177118683411362
2020-12-31,-7.0305422571384755
2021-01-01,-6.8752071698194515
2021-01-02,-6.711262076232431
2021-01-03,-6.538864145210428
2021-01-04,-6.358178904224034
2021-01-05,-6.16938007569859
2021-01-06,-5.972649405227787
2021-01-07,-5.768176481853423
2021-01-08,-5.556158550589237
2021-01-09,-5.336800317373988
2021-01-10,-5.1103137466468045
2021-01-11,-4.876917851744914
2021-01-12,-4.6368384783310255
2021-01-13,-4.390308081064547
2021-01-14,-4.1375654937373785
2021-01-15,-3.8788556931018174
2021-01-16,-3.614429556623805
2021-01-17,-3.344543614401303
2021-01-18,-3.069459795493003
2021-01-19,-2.7894451689082596
2021-01-20,-2.5047716795143513
2021-01-21,-2.215715879122153
2021-01-22,-1.9225586530163634
2021-01-23,-1.6255849422003863
2021-01-24,-1.3250834616307772
2021-01-25,-1.0213464147197768
2021-01-26,-0.7146692043882765
2021-01-27,-0.4053501409548532
2021-01-28,-0.09369014714997381
2021-01-29,0.22000753945326967
2021-01-30,0.5354376662973841
2021-01-31,0.8522932676912462
2021-02-01,1.170265968354916
2021-02-02,1.4890462883583102
2021-02-03,1.8083239491523089
2021-02-04,2.1277881803893983
2021-02-05,2.447128027230812
2021-02-06,2.766032657836019
2021-02-07,3.0841916707305996
2021-02-08,3.401295401748537
2021-02-09,3.717035230245499
2021-02-10,4.031103884280062
2021-02-11,4.3431957444614255
2021-02-12,4.653007146162914
2021-02-13,4.960236679802511
2021-02-14,5.264585488893484
2021-02-15,5.565757565570342
2021-02-16,5.863460043298012
2021-02-17,6.157403486474513
2021-02-18,6.447302176641104
2021-02-19,6.73287439501664
2021-02-20,7.01384270107682
2021-02-21,7.289934206902857
2021-02-22,7.56088084702835
2021-02-23,7.826419643517283
2021-02-24,8.08629296601136
2021-02-25,8.340248786489266
2021-02-26,8.588040928486045
2021-02-27,8.829429310526141
2021-02-28,9.064180183529333
2021-03-01,9.292066361954948
2021-03-02,9.512867448455513
2021-03-03,9.726370051818018
2021-03-04,9.932367997977046
2021-03-05,10.1306625338912
2021-03-06,10.321062524081192
2021-03-07,10.503384639635321
2021-03-08,10.677453539495268
2021-03-09,10.843102043843174
2021-03-10,11.000171299418362
2021-03-11,11.148510936600314
2021-03-12,11.287979218102535
2021-03-13,11.418443179130303
2021-03-14,11.539778758863694
2021-03-15,11.651870923135828
2021-03-16,11.754613778185067
2021-03-17,11.84791067536871
2021-03-18,11.931674306734546
2021-03-19,12.00582679135583
2021-03-20,12.070299752344297
2021-03-21,12.12503438446506
2021-03-22,12.169981512286473
2021-03-23,12.20510163880758
2021-03-24,12.230364984514935
2021-03-25,12.24575151683025
2021-03-26,12.251250969919742
2021-03-27,12.246862854845531
2021-03-28,12.232596460049166
2021-03-29,12.208470842166662
2021-03-30,12.17451480718426
2021-03-31,12.130766881953445
2021-04-01,12.077275276093449
2021-04-02,12.014097834318893
2021-04-03,11.941301979239686
2021-04-04,11.858964644689813
2021-04-05,11.76717219965083
2021-04-06,11.666020362845433
2021-04-07,11.5556141080854
2021-04-08,11.436067560467663
2021-04-09,11.307503883521004
2021-04-10,11.170055157415113
2021-04-11,11.02386224835233
2021-04-12,10.869074669271274
2021-04-13,10.705850432000108
2021-04-14,10.534355891005632
2021-04-15,10.354765578892685
2021-04-16,10.167262033816545
2021-04-17,9.97203561897905
2021-04-18,9.769284334386812
2021-04-19,9.559213621057765
2021-04-20,9.342036157869602
2021-04-21,9.11797165125106
2021-04-22,8.887246617923871
2021-04-23,8.650094160910466
2021-04-24,8.406753739028641
2021-04-25,8.157470930101313
2021-04-26,7.902497188115477
2021-04-27,7.642089594570445
2021-04-28,7.376510604261333
2021-04-29,7.106027785749046
2021-04-30,6.830913556773637
2021-05-01,6.5514449148723735
2021-05-02,6.267903163469127
2021-05-03,5.9805736337058395
2021-05-04,5.689745402291164
2021-05-05,5.395711005645293
2021-05-06,5.09876615062354
2021-05-07,4.799209422105004
2021-05-08,4.497341987735095
2021-05-09,4.1934673001141745
2021-05-10,3.88789079672668
2021-05-11,3.580919597907507
2021-05-12,3.2728622031442054
2021-05-13,2.964028186015568
2021-05-14,2.654727888067924
2021-05-15,2.3452721119321063
2021-05-16,2.0359718139844616
2021-05-17,1.7271377968558246
2021-05-18,1.4190804020925405
2021-05-19,1.1121092032733497
2021-05-20,0.8065326998858549
2021-05-21,0.5026580122649342
2021-05-22,0.20079057789502563
2021-05-23,-0.0987661506235109
2021-05-24,-0.3957110056452633
2021-05-25,-0.6897454022911358
2021-05-26,-0.9805736337058275
2021-05-27,-1.2679031634690983
2021-05-28,-1.55144491487233
2021-05-29,-1.8309135567736101
2021-05-30,-2.1060277857490037
2021-05-31,-2.3765106042613064
2021-06-01,-2.642089594570418
2021-06-02,-2.9024971881154666
2021-06-03,-3.1574709301012893
2021-06-04,-3.406753739028602
2021-06-05,-3.6500941609104425
2021-06-06,-3.887246617923834
2021-06-07,-4.117971651251037
2021-06-08,-4.34203615786958
2021-06-09,-4.559213621057755
2021-06-10,-4.769284334386793
2021-06-11,-4.972035618979018
2021-06-12,-5.167262033816526
2021-06-13,-5.354765578892658
2021-06-14,-5.534355891005625
2021-06-15,-5.705850432000093
2021-06-16,-5.869074669271247
2021-06-17,-6.023862248352313
2021-06-18,-6.170055157415091
2021-06-19,-6.307503883520991
2021-06-20,-6.436067560467644
2021-06-21,-6.555614108085394
2021-06-22,-6.666020362845422
2021-06-23,-6.767172199650816
2021-06-24,-6.858964644689803
2021-06-25,-6.941301979239676
2021-06-26,-7.0140978343188864
2021-06-27,-7.0772752760934425
2021-06-28,-7.130766881953442
2021-06-29,-7.174514807184255
2021-06-30,-7.208470842166656
2021-07-01,-7.232596460049163
2021-07-02,-7.2468628548455305
2021-07-03,-7.251250969919741
2021-07-04,-7.245751516830253
2021-07-05,-7.230364984514934
2021-07-06,-7.205101638807581
2021-07-07,-7.169981512286477
2021-07-08,-7.1250343844650645
2021-07-09,-7.070299752344307
2021-07-10,-7.005826791355832
2021-07-11,-6.9316743067345525
2021-07-12,-6.847910675368724
2021-07-13,-6.7546137781850755
2021-07-14,-6.651870923135841
2021-07-15,-6.539778758863707
2021-07-16,-6.41844317913032
2021-07-17,-6.28797921810254
2021-07-18,-6.148510936600327
2021-07-19,-6.000171299418386
2021-07-20,-5.843102043843188
2021-07-21,-5.67745353949529
2021-07-22,-5.503384639635336
2021-07-23,-5.32106252408122
2021-07-24,-5.130662533891209
2021-07-25,-4.932367997977066
2021-07-26,-4.726370051818049
2021-07-27,-4.512867448455531
2021-07-28,-4.29206636195498
2021-07-29,-4.064180183529354
2021-07-30,-3.8294293105261614
2021-07-31,-3.5880409284860546
2021-08-01,-3.3402487864892887
2021-08-02,-3.0862929660113982
2021-08-03,-2.8264196435173075
2021-08-04,-2.5608808470283906
2021-08-05,-2.289934206902883
2021-08-06,-2.013842701076846
2021-08-07,-1.7328743950166503
2021-08-08,-1.4473021766411316
2021-08-09,-1.1574034864745562
2021-08-10,-0.8634600432980406
2021-08-11,-0.5657575655703875
2021-08-12,-0.26458548889349576
2021-08-13,0.03976332019745987
2021-08-14,0.3469928538370395
2021-08-15,0.6568042555385452
2021-08-16,0.968896115719891
2021-08-17,1.282964769754471
2021-08-18,1.5987045982514159
2021-08-19,1.915808329269388
2021-08-20,2.233967342163951
2021-08-21,2.5528719727691405
2021-08-22,2.8722118196105715
2021-08-23,3.191676050847643
2021-08-24,3.5109537116416596
2021-08-25,3.829734031645054
2021-08-26,4.147706732308741
2021-08-27,4.464562333702586
2021-08-28,4.7799924605466835
2021-08-29,5.093690147149944
2021-08-30,5.405350140954806
2021-08-31,5.714669204388247
2021-09-01,6.021346414719748
2021-09-02,6.325083461630766
2021-09-03,6.625584942200358
2021-09-04,6.922558653016319
2021-09-05,7.215715879122126
2021-09-06,7.504771679514309
2021-09-07,7.789445168908249
2021-09-08,8.069459795492978
2021-09-09,8.344543614401292
2021-09-10,8.61442955662378
2021-09-11,8.878855693101778
2021-09-12,9.137565493737355
2021-09-13,9.39030808106451
2021-09-14,9.636838478331017
2021-09-15,9.876917851744892
2021-09-16,10.11031374664677
2021-09-17,10.336800317373967
2021-09-18,10.556158550589204
2021-09-19,10.768176481853402
2021-09-20,10.972649405227758
2021-09-21,11.169380075698584
2021-09-22,11.358178904224015
2021-09-23,11.538864145210404
2021-09-24,11.711262076232412
2021-09-25,11.87520716981943
2021-09-26,12.03054225713846
2021-09-27,12.177118683411347
2021-09-28,12.314796454913012
2021-09-29,12.443444377404958
2021-09-30,12.56294018586756
2021-10-01,12.673170665402491
2021-10-02,12.774031763185903
2021-10-03,12.865428691361753
2021-10-04,12.947276020773234
2021-10-05,13.019497765439985
2021-10-06,13.082027457697178
2021-10-07,13.134808213922541
2021-10-08,13.17779279078601
2021-10-09,13.210943631966565
2021-10-10,13.234232905290058
2021-10-11,13.247642530251186
2021-10-12,13.251164195892516
2021-10-13,13.244799369022823
2021-10-14,13.228559292766635
2021-10-15,13.202464975446377
2021-10-16,13.166547169808213
2021-10-17,13.120846342611966
2021-10-18,13.065412634615374
2021-10-19,13.00030581099206
2021-10-20,12.925595202232424
2021-10-21,12.841359635585798
2021-10-22,12.747687357111596
2021-10-23,12.64467594441678
2021-10-24,12.532432210165569
2021-10-25,12.411072096457213
2021-10-26,12.280720560175894
2021-10-27,12.141511449426407
2021-10-28,11.993587371177737
2021-10-29,11.83709955024521
2021-10-30,11.672207679751093
2021-10-31,11.499079763210974
2021-11-01,11.317891948402657
2021-11-02,11.128828353181266
2021-11-03,10.932080883413292
2021-11-04,10.727849043209423
2021-11-05,10.516339737643591
2021-11-06,10.29776706815386
2021-11-07,10.072352120826784
2021-11-08,9.840322747775337
2021-11-09,9.601913341825858
2021-11-10,9.357364604737388
2021-11-11,9.106923309182442
2021-11-12,8.850842054724207
2021-11-13,8.589379018032218
2021-11-14,8.322797697582658
2021-11-15,8.05136665309643
2021-11-16,7.775359239972415
2021-11-17,7.49505333897817
2021-11-18,7.2107310814661645
2021-11-19,6.9226785703862905
2021-11-20,6.631185597371557
2021-11-21,6.336545356175709
2021-11-22,6.039054152746978
2021-11-23,5.73901111222432
2021-11-24,5.436717883145535
2021-11-25,5.132478339160635
2021-11-26,4.826598278544329
2021-11-27,4.519385121805899
2021-11-28,4.2111476076943966
2021-11-29,3.902195487900627
2021-11-30,3.5928392207574986
2021-12-01,3.28338966424124
2021-12-02,2.974157768577961
2021-12-03,2.6654542687584284
2021-12-04,2.3575893772662377
2021-12-05,2.0508724773221485
2021-12-06,1.7456118169487853
2021-12-07,1.4421142041578907
2021-12-08,1.1406847035611896
2021-12-09,0.8416263347057473
2021-12-10,0.5452397724310831
2021-12-11,0.2518230495452056
2021-12-12,-0.03832873788676494
2021-12-13,-0.32492372235029743
2021-12-14,-0.6076735534960727
2021-12-15,-0.8862936832771768
2021-12-16,-1.160503647325831
2021-12-17,-1.430027342292441
2021-12-18,-1.6945932988719083
2021-12-19,-1.953934950247549
2021-12-20,-2.2077908956874457
2021-12-21,-2.4559051590318544
2021-12-22,-2.6980274418169565
2021-12-23,-2.9339133707837175
2021-12-24,-3.1633247395280164
2021-12-25,-3.3860297440523373
2021-12-26,-3.6018032119864407
2021-12-27,-3.810426825250547
2021-12-28,-4.0116893359402415
2021-12-29,-4.205386775220395
2021-12-30,-4.391322655020742
2021-12-31,-4.569308162334417
2022-01-01,-4.739162345926728
2022-01-02,-4.900712295269779
2022-01-03,-5.053793311526187
2022-01-04,-5.198249070412354
2022-01-05,-5.333931776780766
2022-01-06,-5.460702310767964
2022-01-07,-5.578430365364147
2022-01-08,-5.686994575267958
2022-01-09,-5.786282636899243
2022-01-10,-5.876191419451182
2022-01-11,-5.9566270668716985
2022-01-12,-6.027505090673639
2022-01-13,-6.088750453481673
2022-01-14,-6.140297643233415
2022-01-15,-6.182090737961465
2022-01-16,-6.214083461092116
2022-01-17,-6.236239227206257
2022-01-18,-6.248531178217048
2022-01-19,-6.25094220992872
2022-01-20,-6.243464988950134
2022-01-21,-6.226101959946467
2022-01-22,-6.198865343221781
2022-01-23,-6.161777122634911
2022-01-24,-6.114869023860583
2022-01-25,-6.058182483017326
2022-01-26,-5.9917686056930854
2022-01-27,-5.915688116409186
2022-01-28,-5.8300112985725505
2022-01-29,-5.7348179249754985
2022-01-30,-5.630197178912018
2022-01-31,-5.516247565988268
2022-02-01,-5.393076816714826
2022-02-02,-5.260801779976658
2022-02-03,-5.119548307486456
2022-02-04,-4.96945112933548
2022-02-05,-4.810653720764822
2022-02-06,-4.6433081602892
2022-02-07,-4.467574979313097
2022-02-08,-4.2836230033884934
2022-02-09,-4.091629185270607
2022-02-10,-3.8917784299371685
2022-02-11,-3.6842634117441464
2022-02-12,-3.4692843838984166
2022-02-13,-3.2470489804364004
2022-02-14,-3.0177720109037707
2022-02-15,-2.781675247939852
2022-02-16,-2.538987207976533
2022-02-17,-2.289942925268273
2022-02-18,-2.0347837194773306
2022-02-19,-1.7737569570431844
2022-02-20,-1.507115806573014
2022-02-21,-1.2351189884942486
2022-02-22,-0.9580305192174445
2022-02-23,-0.676119450062219
2022-02-24,-0.3896596012040594
2022-02-25,-0.09892929090590696
2022-02-26,0.19578893969874045
2022-02-27,0.49420860599801486
2022-02-28,0.7960395631938857
2022-03-01,1.1009882932134363
2022-03-02,1.4087581949558206
2022-03-03,1.7190498775882235
2022-03-04,2.031561456599963
2022-03-05,2.3459888523230212
2022-03-06,2.662026090622718
2022-03-07,2.979365605462265
2022-03-08,3.2976985430411245
2022-03-09,3.616715067206788
2022-03-10,3.9361046658383074
2022-03-11,4.255556457897734
2022-03-12,4.574759500846889
2022-03-13,4.893403098124604
2022-03-14,5.211177106380714
2022-03-15,5.5277722421633735
2022-03-16,5.842880387755507
2022-03-17,6.156194895859101
2022-03-18,6.4674108928248835
2022-03-19,6.776225580128662
2022-03-20,7.082338533795294
2022-03-21,7.385452001474595
2022-03-22,7.685271196875712
2022-03-23,7.981504591268008
2022-03-24,8.273864201761203
2022-03-25,8.562065876078671
2022-03-26,8.845829573543316
2022-03-27,9.12487964199731
2022-03-28,9.398945090382261
2022-03-29,9.667759856710502
2022-03-30,9.931063071161807
2022-03-31,10.188599314046266
2022-04-01,10.4401188683773
2022-04-02,10.68537796680597
2022-04-03,10.92413903267163
2022-04-04,11.15617091493094
2022-04-05,11.381249116733091
2022-04-06,11.599156017414636
2022-04-07,11.809681087695122
2022-04-08,12.01262109786003
2022-04-09,12.207780318725817
2022-04-10,12.394970715187787
2022-04-11,12.574012132159643
2022-04-12,12.744732472721031
2022-04-13,12.90696786829644
2022-04-14,13.060562840697713
2022-04-15,13.20537045586951
2022-04-16,13.34125246918586
2022-04-17,13.468079462154275
2022-04-18,13.585730970391861
2022-04-19,13.694095602747328
2022-04-20,13.793071151450693
2022-04-21,13.8825646931821
2022-04-22,13.962492680959551
2022-04-23,14.032781026754808
2022-04-24,14.093365174755823
2022-04-25,14.144190165203073
2022-04-26,14.185210688736893
2022-04-27,14.216391131201853
2022-04-28,14.23770560886405
2022-04-29,14.24913799400639
2022-04-30,14.250681930876555
2022-05-01,14.242340841971942
2022-05-02,14.224127924655312
2022-05-03,14.196066138104474
2022-05-04,14.158188180609008
2022-05-05,14.11053645723633
2022-05-06,14.053163037899214
2022-05-07,13.986129605866175
2022-05-08,13.909507396765553
2022-05-09,13.823377128143823
2022-05-10,13.727828919647505
2022-05-11,13.62296220390786
2022-05-12,13.508885628216385
2022-05-13,13.385716947088222
2022-05-14,13.253582905820025
2022-05-15,13.112619115157024
2022-05-16,12.96296991719366
2022-05-17,12.804788242639969
2022-05-18,12.638235459595185
2022-05-19,12.46348121397803
2022-05-20,12.280703261771214
2022-05-21,12.090087293246558
2022-05-22,11.891826749343922
2022-05-23,11.686122630386173
2022-05-24,11.473183297318691
2022-05-25,11.2532242656705
2022-05-26,11.026467992440555
2022-05-27,10.793143656119664
2022-05-28,10.553486930066217
2022-05-29,10.30773974945899
2022-05-30,10.056150072058356
2022-05-31,9.798971633011611
2022-06-01,9.536463693945578
2022-06-02,9.26889078659433
2022-06-03,8.996522451215231
2022-06-04,8.719632970052723
2022-06-05,8.438501096112486
2022-06-06,8.153409777515147
2022-06-07,7.864645877701172
2022-06-08,7.572499891764366
2022-06-09,7.277265659194207
2022-06-10,6.979240073310727
2022-06-11,6.678722787680087
2022-06-12,6.376015919800161
2022-06-13,6.071423752349995
2022-06-14,5.765252432298207
