event,temperature
cloudy,20.630062311441016
sunny,32.776289376906455
cloudy,16.01075063319476
rain,27.527129579153275
cloudy,21.483638819845293
cloudy,26.297652919029847
cloudy,24.884687770172427
rain,24.924248630499477
sunny,19.811309993262952
sunny,28.688794690668264
sunny,25.32447165235029
sunny,24.46088799038293
sunny,20.28895199960214
sunny,30.71077935097068
sunny,30.15103372312165
cloudy,23.15662965176479
sunny,25.616591639701117
tornad,17.28379209392279
sunny,24.725021109910774
sunny,29.340793881782357
cloudy,25.582243491046594
sunny,23.642191634370697
sunny,31.785022461918864
cloudy,24.197441577462296
sunny,22.157492672697906
cloudy,29.85461909740156
cloudy,18.915490846122704
cloudy,26.086032062377978
sunny,22.14366930624847
cloudy,19.269548789979293
cloudy,21.185904190536213
rain,27.108012959604253
sunny,31.19728311434956
cloudy,16.69378022902083
sunny,31.80388798944757
cloudy,26.542502235410986
cloudy,17.182392914374265
tornad,27.083930957712905
sunny,20.672732497642187
sunny,24.209363894032716
sunny,29.893562922381605
cloudy,24.426102439812
cloudy,27.638258453759306
sunny,27.158826338966858
sunny,26.20889198713449
cloudy,23.614515359447108
cloudy,23.013262569552577
sunny,22.965820260170695
cloudy,29.19955768565364
cloudy,26.30901572552062
rain,25.74750377839492
sunny,17.258698235100724
sunny,23.84164834575577
sunny,31.38606938750805
sunny,31.10531636107757
cloudy,24.889874268983764
sunny,28.973009429260955
tornad,27.756766472428453
sunny,30.996414987415818
sunny,30.803196044138087
sunny,24.177896530791227
sunny,26.483120949276277
cloudy,21.239613973556942
sunny,25.419011315359903
cloudy,23.376249416504344
cloudy,21.399219704714202
cloudy,18.86112462818325
sunny,26.03356727260627
cloudy,26.086693916811488
sunny,30.341664257250763
sunny,27.42880080376753
sunny,29.839836482788797
sunny,24.38700964516728
sunny,21.517491698654172
rain,24.21970804446425
cloudy,23.090788670782096
sunny,28.20205681289344
tornad,23.252008667604652
cloudy,29.65349914604072
sunny,10.83518910167477
sunny,18.401313748900144
sunny,27.792143973911806
cloudy,21.20896683877131
rain,25.942273133361862
cloudy,22.268272073516528
cloudy,27.528264665525057
sunny,33.96673372451829
cloudy,23.424707399374807
sunny,30.796075031724104
sunny,23.060796224058272
sunny,21.63999192659098
sunny,24.172192663349296
sunny,23.615918481851338
sunny,22.191439122896735
sunny,25.99628562453123
sunny,20.16418028656793
sunny,19.394221843498453
tornad,30.71663730287772
sunny,24.206295608434814
sunny,32.02643242617115
sunny,26.72327928224046
sunny,19.876787642933003
sunny,29.882986449455345
sunny,28.988147114275975
sunny,25.010526334329235
sunny,23.468408907743758
sunny,23.56334871890443
cloudy,29.41866670973866
sunny,20.555660665727018
sunny,34.64893041923672
sunny,18.788245673423184
sunny,23.20691818873876
sunny,25.097483945918647
sunny,19.81964688691381
sunny,18.574066683001682
cloudy,21.60780892473182
sunny,30.187477859342344
tornad,29.667546667087663
cloudy,24.301458170130946
cloudy,28.38677956616505
sunny,25.694445228923385
sunny,32.405910431906065
cloudy,24.661777762381025
sunny,28.599720703486838
cloudy,21.661304290750174
sunny,24.409846647289363
sunny,27.846405141393152
cloudy,30.4498842608001
sunny,21.49314810929446
cloudy,17.95363458196101
cloudy,36.22678334002906
cloudy,18.602270744331506
cloudy,10.193155063073272
sunny,18.295720027544597
sunny,32.418532681085594
sunny,19.99413393419038
sunny,21.852025983594366
tornad,15.16912341915276
rain,16.820427386896135
rain,17.37533632168165
sunny,24.00627462700817
cloudy,25.066147277264278
sunny,24.770735953692608
cloudy,25.376194389845367
cloudy,19.488855368804586
sunny,24.989631863263703
sunny,28.367250582941224
sunny,15.656307635711483
sunny,20.489204682403653
sunny,23.16363461392444
sunny,27.958173274716017
cloudy,21.593791884102902
rain,22.712789964279054
sunny,29.87884261305439
cloudy,32.766594082368734
sunny,22.2653570934456
sunny,21.96467183772969
tornad,18.504678250810358
cloudy,25.50186728721688
sunny,28.69693452753839
sunny,23.368625928340794
sunny,17.485948753162
cloudy,18.857811314728785
sunny,24.39020153703147
sunny,29.32873483844665
cloudy,33.0670752767533
cloudy,31.308802085284817
sunny,16.296373991930505
cloudy,17.277745649207255
rain,22.71947082677932
cloudy,26.245625406738817
sunny,28.506649981866047
sunny,20.534148537673346
sunny,18.04042723580667
sunny,23.084114337909316
cloudy,17.313977479821066
sunny,15.95517608092056
tornad,29.19197066832437
cloudy,13.265054250159798
cloudy,22.905355821506188
sunny,17.604277172322305
sunny,17.80257756138553
cloudy,21.55061995111864
sunny,23.93600175760373
sunny,21.719599380737932
sunny,29.46651491096031
sunny,30.68294405939355
rain,24.993011439654428
sunny,24.449439715202814
rain,23.230263886068688
cloudy,30.821975417438413
rain,24.169630091274406
sunny,19.69435291595856
cloudy,23.342048581992515
sunny,21.160988851143298
sunny,21.90190486317854
rain,21.259806888151797
tornad,29.455786519327525
sunny,27.57324635998766
sunny,31.208884887715794
sunny,18.502345322641993
sunny,26.356901141309066
cloudy,32.10687943740393
cloudy,20.206919617006974
cloudy,17.124387650815834
sunny,33.77459386896409
cloudy,32.511168916743124
rain,31.96365215727669
cloudy,20.616679153971553
sunny,27.670074940798088
sunny,22.69224194836551
sunny,22.307337121299863
cloudy,18.474270148510257
sunny,28.600352932860325
sunny,22.121501323746887
cloudy,30.1000830644231
sunny,25.435901248395265
tornad,26.39558571227102
cloudy,27.79587350202362
cloudy,27.665176333781226
cloudy,26.89120289298296
sunny,30.57287960365186
sunny,26.213910140281495
sunny,30.71763504137063
cloudy,21.381937031569354
cloudy,29.19899277326391
sunny,23.106442982480942
sunny,27.432350774686082
sunny,31.672774695611018
sunny,27.55255262029889
sunny,22.937529054829042
sunny,20.029595865861634
sunny,21.157043452642345
rain,16.97937186242941
sunny,27.057465958898923
sunny,35.3876682246934
sunny,27.416668386538472
tornad,15.224131176660073
rain,30.250804596805693
sunny,38.80417923109854
sunny,26.075804475260405
cloudy,17.39421479521754
cloudy,24.85470485070263
sunny,28.171754691014087
sunny,25.87433665314033
rain,17.854859744101454
rain,34.712672542056794
cloudy,16.406873863144355
sunny,34.69469134248001
rain,27.119203777422424
sunny,23.528427279134203
cloudy,22.271764136502924
cloudy,32.70802430735252
cloudy,21.58933744013536
sunny,15.942004838673714
sunny,16.225322001066807
sunny,32.624445995989575
tornad,31.492864455043197
cloudy,21.212361646297737
cloudy,21.760915372371542
sunny,30.481153890772177
cloudy,25.201498810442548
sunny,27.63043143741284
sunny,25.59561287905007
sunny,19.415942967556425
sunny,22.68377845882238
sunny,22.90697371487126
sunny,27.79816640947604
sunny,23.36154030456787
sunny,25.54684381044476
sunny,23.01633476725791
sunny,29.958465092951545
sunny,23.49644420173123
sunny,28.299237316931034
sunny,19.86764624794937
sunny,31.744027526944084
sunny,33.6925865299099
tornad,22.738230986334475
sunny,22.709375569513657
sunny,28.68198290671151
cloudy,21.293540171970317
sunny,21.519927081022473
cloudy,27.38620375886831
cloudy,27.516151247136957
cloudy,17.771462401862028
rain,28.872468025653347
sunny,25.525290447511267
sunny,24.895020567826993
sunny,22.49910201485819
cloudy,24.331944586817784
cloudy,28.08154589345845
cloudy,29.737743608723562
cloudy,32.70560953435809
sunny,24.824133898446874
sunny,25.96430183317991
sunny,29.08591729608547
sunny,17.693347041791316
tornad,28.2188879889049
cloudy,23.88721557602911
sunny,21.815148047827552
rain,18.485550646037566
sunny,23.58647101595705
sunny,15.058101811634232
sunny,18.019588865786034
sunny,24.67041130402399
sunny,24.195134800200407
sunny,27.08548759480911
cloudy,21.683391132536457
sunny,27.834517771034538
sunny,26.57485952661159
sunny,33.1993682652599
sunny,32.93526658292228
sunny,31.92734016406126
sunny,24.09106194524688
sunny,24.21503861712704
sunny,22.656121595316833
cloudy,20.01957595690039
tornad,20.28209010575491
sunny,27.786784296164427
cloudy,25.756504042346748
cloudy,22.5830966957924
cloudy,20.03517869157316
sunny,30.548155706580925
sunny,19.46643950899986
sunny,21.601294982542846
cloudy,35.6047920850708
sunny,26.496689142093064
sunny,14.8534278808049
sunny,28.835277621996248
sunny,28.914030553775227
cloudy,20.50968394693923
sunny,19.737649222293363
sunny,22.466930515185513
rain,24.297504291066325
sunny,25.833663826405612
sunny,20.983544570386464
sunny,17.892772190791646
tornad,29.828041889066846
sunny,29.830920922722488
sunny,21.990323050482058
cloudy,26.360487306283506
sunny,23.294745964376702
sunny,32.363894928890105
sunny,23.378023342278805
sunny,23.525291572868763
sunny,28.842665578170145
sunny,30.842863582322337
sunny,15.261497161660762
sunny,26.39522622408189
cloudy,28.2096855817661
sunny,20.026893264866118
sunny,29.85048981265239
cloudy,21.517708311740066
sunny,28.345795828396366
sunny,31.03744878013576
sunny,27.1270624283374
rain,18.73440474784531
tornad,29.546202115220716
cloudy,22.158312334470875
cloudy,25.18486661221115
sunny,20.641635032349676
cloudy,20.058952685244357
sunny,23.844199205478645
cloudy,28.89085010231085
sunny,27.366273808701145
cloudy,18.598570392288693
sunny,28.96773939855383
sunny,29.1880718102952
sunny,30.46387000403589
sunny,23.047241637140683
sunny,22.85607285785359
cloudy,30.47037818752853
cloudy,25.580068634835445
cloudy,26.19039073790316
sunny,21.082056564156773
rain,33.160143009224825
sunny,20.439941952486016
tornad,22.370090538909764
sunny,23.289822695577264
rain,19.86145879202305
sunny,22.480562631204986
sunny,24.646665093836667
sunny,19.222857229923125
sunny,35.88715921844532
sunny,17.31794609874248
cloudy,28.97120511194567
sunny,29.713677947940447
sunny,29.5845933365969
sunny,28.434382691405563
cloudy,16.77625570053987
sunny,29.32298309036798
sunny,22.833536136634866
sunny,19.75775042581236
cloudy,30.226132513007606
sunny,22.07033579324898
sunny,27.87395077314672
sunny,26.765693129277892
tornad,30.34351795191165
cloudy,17.440514091843127
sunny,34.93426579857447
sunny,23.956124447930225
cloudy,16.916281786390286
cloudy,20.17311156462937
sunny,31.52656301579561
sunny,35.313875001744904
sunny,22.83795291859991
sunny,24.626597059806322
sunny,25.871256529707995
sunny,15.983230090216283
sunny,20.2945540188314
sunny,30.04315060720381
sunny,25.08198047382825
sunny,26.43156641835883
cloudy,22.976957771268772
cloudy,31.964723740290548
sunny,11.116564345489534
cloudy,32.17707175315876
tornad,27.65932323475368
sunny,24.325218272583584
cloudy,26.303654645508324
rain,25.56432117897475
sunny,23.174363469535525
sunny,14.698024316881257
cloudy,22.501938963323017
sunny,24.627158377697754
sunny,29.744942418049998
sunny,18.029035983201958
sunny,26.727391188989504
sunny,28.83370699269613
sunny,30.923948815552436
sunny,18.556895758648473
cloudy,20.897032892005203
sunny,27.789182184001447
sunny,31.54075832079303
sunny,23.525730669611193
sunny,20.310409879101684
cloudy,33.90886720361742
tornad,23.698055423108237
sunny,27.560607480038264
sunny,20.939095173981467
sunny,22.316018967860778
cloudy,28.044478867116855
sunny,27.016933398383546
rain,23.04691389922094
rain,26.070769473358997
cloudy,27.565425834348773
cloudy,24.245523803548156
rain,37.261846925937796
rain,26.332481001242908
cloudy,32.41095781571841
sunny,14.19703249889001
cloudy,15.555046814397217
sunny,25.216993873119566
cloudy,22.83487194191011
cloudy,31.29125923227835
sunny,20.782195182111867
sunny,29.556811356915134
tornad,26.469785950303265
cloudy,21.649186169055067
sunny,33.9759035239967
cloudy,17.704231180780738
sunny,13.322966143672744
sunny,26.908959043887542
sunny,27.931895576179862
cloudy,21.77337782227318
sunny,28.17349307520666
sunny,24.877859101615748
sunny,28.871599252408572
cloudy,24.540229629019116
cloudy,25.949298643269668
sunny,23.375005403530157
cloudy,20.086146634346704
cloudy,29.32002544040122
rain,15.408134443517321
sunny,27.641651835935676
cloudy,18.94333718209925
sunny,28.77508422536755
tornad,22.026028949231765
cloudy,28.631793262170397
cloudy,30.480221374681378
sunny,18.669898496482944
sunny,33.6467170870083
rain,23.455129794418927
sunny,28.178768320720327
sunny,27.0960528645199
sunny,31.30426370723893
sunny,26.730581777484023
cloudy,24.78547179087841
sunny,23.4997518613504
sunny,20.69050965677794
sunny,30.366970778102353
cloudy,26.293344092521107
cloudy,19.488082038163796
cloudy,38.37814667810534
sunny,32.906243802742104
sunny,22.113513692496323
sunny,19.198591002742944
tornad,27.411386084255952
cloudy,21.471400664456855
cloudy,24.404232648894045
rain,24.8179337205252
sunny,20.245722096593163
sunny,7.694536922430181
sunny,13.10068616172849
sunny,21.94853199750756
sunny,26.57990493371285
sunny,24.83695839341703
sunny,30.014896888020907
cloudy,21.807104656094413
cloudy,26.35048301863019
cloudy,19.584883464214506
sunny,23.90933626172734
sunny,29.776691944812384
sunny,22.943502179004483
cloudy,26.574567184615812
rain,22.164842294690317
cloudy,19.97010517593005
tornad,18.46521188318436
sunny,23.37606119512018
rain,15.647757287186268
sunny,28.785513322767546
sunny,22.764286485763076
sunny,21.981690967758375
sunny,22.474273090250893
sunny,29.459311168832194
sunny,26.4469604301936
sunny,20.68007170087141
sunny,25.54735041681393
rain,25.709841746600482
cloudy,27.847413221904567
cloudy,25.018786076609025
rain,19.17332510329077
sunny,30.646077898446137
sunny,25.97508473908932
cloudy,30.487619108889806
sunny,23.179416906932474
cloudy,25.975926234003303
tornad,23.77249807845356
cloudy,23.22111507001585
sunny,30.58295173232695
sunny,27.665709998608527
cloudy,23.932939105184094
sunny,28.45528802568503
cloudy,27.762607393527073
sunny,24.07189101386851
sunny,34.64040089700308
sunny,25.976156339784016
cloudy,27.780469370680056
sunny,12.189329071718522
cloudy,27.127431315823507
cloudy,34.434692986556534
sunny,16.813983029068034
rain,24.072751633874343
rain,23.733489347359125
sunny,25.66624138257672
sunny,17.13842731732425
sunny,21.119404101744337
tornad,36.9952284201152
sunny,24.16848403637168
cloudy,17.353514769324327
sunny,26.709118184865535
cloudy,26.17080986549406
sunny,24.90818809252625
cloudy,24.883398828458162
rain,20.373091029486012
rain,27.097774348718634
sunny,20.717351423841727
cloudy,24.604125379865582
sunny,33.319467279223765
sunny,21.33362039074446
sunny,16.41063798919661
rain,24.726598849558155
sunny,24.932638293180915
sunny,22.656925708974086
sunny,23.69998847098279
cloudy,25.295891620751
cloudy,15.12187154323897
tornad,23.431675052732515
cloudy,33.325812436781305
cloudy,27.87969855449044
cloudy,20.785795212656424
sunny,26.70201965627778
cloudy,24.662632230049645
sunny,24.458604947163472
rain,26.167819987687253
cloudy,28.856322171860096
sunny,22.26863534819687
sunny,18.25505926328163
rain,20.7311756182816
sunny,27.1938573355824
rain,22.08259525429874
sunny,21.629389199538156
rain,13.74388465269283
rain,18.052901886836295
rain,37.96777444518838
sunny,26.713215803327355
sunny,24.09330857069898
tornad,20.01031725528869
sunny,20.53255490903078
sunny,29.445557943838743
cloudy,23.10625645256622
rain,20.36577597016592
cloudy,25.50191460988415
sunny,22.09205352703606
sunny,26.01857994164451
sunny,23.611379480663786
sunny,31.075606669114162
cloudy,24.08105854183705
sunny,23.04930442973734
sunny,21.657742303733855
sunny,34.66228096997831
cloudy,18.54430325276862
sunny,26.65954587892602
sunny,15.286573854254309
cloudy,29.568695044809115
sunny,28.55226827928501
rain,28.45911722220151
tornad,20.871561588008202
cloudy,23.183492125818866
sunny,22.672997863727844
cloudy,32.934306500497705
sunny,29.606352864976895
sunny,22.126396701584873
sunny,31.176360554388207
sunny,16.7088438851047
cloudy,19.78027648580563
sunny,17.768038877570795
sunny,29.82058967514859
cloudy,25.306121577783877
sunny,24.45705667649316
sunny,22.82241962807224
rain,36.31860934337378
sunny,30.312972264944587
sunny,29.330110192540506
sunny,24.44446843401969
sunny,33.17555775766709
sunny,33.55394173346343
tornad,33.72075904562047
cloudy,27.781593758389434
sunny,20.11414707040652
sunny,30.996988054914
cloudy,31.115226303899533
cloudy,17.814768361378178
cloudy,29.617738831033865
sunny,25.25062666347565
cloudy,25.49997890839142
cloudy,14.731608650963741
cloudy,29.204398911388143
cloudy,30.730016419084528
sunny,23.75343528507315
sunny,38.82569188348723
cloudy,33.76474511916726
sunny,25.14067920772347
sunny,18.729639676820597
sunny,27.76901706113316
cloudy,29.920352629088377
sunny,23.150180932762797
